epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.03,0,,,,,,,
0,,4,,,50.92181396484375,8.707551002502441,52.50466537475586,1.3562836647033691,84.13330841064453
0,,4,63.705650329589844,,,,,,
,0.03,5,,,,,,,
1,,9,,,76.5721206665039,10.284558296203613,77.57627868652344,2.0,19.11885643005371
1,,9,34.452884674072266,,,,,,
,0.03,10,,,,,,,
2,,14,,,14.143702507019043,2.674466133117676,15.762022972106934,0.8910489082336426,12.189238548278809
2,,14,16.051359176635742,,,,,,
,0.03,15,,,,,,,
3,,19,,,12.717399597167969,2.136512279510498,13.54857063293457,0.870960533618927,7.39800500869751
3,,19,12.287771224975586,,,,,,
,0.03,20,,,,,,,
4,,24,,,17.690616607666016,3.427190065383911,19.54591941833496,0.9667852520942688,9.237163543701172
4,,24,11.54384994506836,,,,,,
,0.03,25,,,,,,,
5,,29,,,9.904643058776855,1.0763505697250366,12.75272274017334,0.7505757808685303,6.165223598480225
5,,29,10.557303428649902,,,,,,
,0.03,30,,,,,,,
6,,34,,,10.113609313964844,1.1557868719100952,12.61765193939209,0.7664156556129456,5.229156970977783
6,,34,8.496376037597656,,,,,,
,0.03,35,,,,,,,
7,,39,,,10.145581245422363,1.1684352159500122,12.596529960632324,0.7686929702758789,6.1910176277160645
7,,39,8.722490310668945,,,,,,
,0.03,40,,,,,,,
8,,44,,,9.939513206481934,1.0908502340316772,12.71947956085205,0.7533730864524841,5.346110820770264
8,,44,8.6334810256958,,,,,,
,0.03,45,,,,,,,
9,,49,,9.569784164428711,,,,,
9,,49,,,11.319869995117188,1.6126251220703125,12.45881175994873,0.831035852432251,6.170600891113281
9,,49,8.309171676635742,,,,,,
,0.03,50,,,,,,,
10,,54,,,12.457408905029297,2.0425453186035156,13.252267837524414,0.8651964664459229,5.961009979248047
10,,54,8.26797103881836,,,,,,
,0.03,55,,,,,,,
11,,59,,,10.981680870056152,1.485344409942627,12.392956733703613,0.8166355490684509,5.788700580596924
11,,59,8.947887420654297,,,,,,
